ts_event,action,rtype,side,price,size,bid_px_00,ask_px_00,bid_sz_00,ask_sz_00,bid_px_01,ask_px_01,bid_sz_01,ask_sz_01,bid_px_02,ask_px_02,bid_sz_02,ask_sz_02
2025-04-03 09:30:00,T,10,A,42.477699347948686,177.58501710772586,42.477699347948686,42.51263902158328,175.74279297427103,50.453370973841515,42.46769934794869,42.52263902158328,87.26340442123,27.32322811211379,42.45769934794868,42.532639021583286,16.542116102267464,187.58379080842843
2025-04-03 09:30:50,T,10,B,42.50278826276207,26.038928466367818,42.48418369445379,42.50278826276207,5.199028252358378,28.450220287002164,42.47418369445379,42.512788262762065,29.535434791575543,104.38942639600273,42.46418369445379,42.52278826276207,43.50445391113068,25.47064027658232
2025-04-03 09:31:40,T,10,A,42.47501877219518,60.16084506433154,42.47501877219518,42.51084720953441,117.03491299435068,233.63828180699335,42.46501877219518,42.52084720953441,51.164937935053004,7.79910995755357,42.455018772195174,42.530847209534414,5.943589730882271,10.05664187465372
2025-04-03 09:32:30,T,10,B,42.507757026499185,108.49035416524484,42.47789266028449,42.507757026499185,50.11070959776139,103.78638792055787,42.46789266028449,42.51775702649918,6.527736616323841,26.744301036532047,42.457892660284486,42.52775702649919,81.76443192771787,106.592374452179
2025-04-03 09:33:20,T,10,B,42.500771489517774,50.18629981561203,42.48193433191598,42.500771489517774,99.9555649450483,65.76337955281217,42.47193433191598,42.51077148951777,16.672887783597204,12.348755833693168,42.46193433191598,42.52077148951778,4.487121819158708,0.39187403703319
2025-04-03 09:34:10,T,10,B,42.50889407955906,69.3909331873586,42.470588861396315,42.50889407955906,42.77105246704627,675.0289188717251,42.46058886139632,42.51889407955906,5.339463006620473,50.80501206951525,42.45058886139631,42.528894079559066,41.456385956946065,8.690581585360166
2025-04-03 09:35:00,T,10,A,42.46958903500283,169.840364027803,42.46958903500283,42.51142924922756,344.1496816122233,100.82934482343853,42.45958903500283,42.52142924922756,33.28768380794522,230.90207006136347,42.44958903500282,42.531429249227564,18.85398844501987,196.92958634446555
2025-04-03 09:35:50,T,10,A,42.48434794726933,224.2644340380271,42.48434794726933,42.49957706418827,11.592225876251725,46.99756353179731,42.47434794726933,42.50957706418827,29.815180106258524,13.920664569860516,42.464347947269324,42.519577064188276,11.171388609507495,32.03027673976388
2025-04-03 09:36:40,T,10,A,42.47236086168662,303.77078190574036,42.47236086168662,42.498154467254444,74.04758804454262,205.4239659223137,42.46236086168662,42.50815446725444,3.0123950885006403,44.47386638056129,42.452360861686614,42.51815446725445,0.5794341621253927,117.9201069271386
2025-04-03 09:37:30,T,10,B,42.504445189891754,128.58430132218925,42.46507441791921,42.504445189891754,324.852953966169,25.328308279526656,42.455074417919214,42.51444518989175,75.92926799410446,24.15763480339085,42.44507441791921,42.52444518989176,5.89731475875672,38.585652701847415
2025-04-03 09:38:20,T,10,B,42.5008980762754,163.52029106964073,42.48213077248726,42.5008980762754,105.6674170472766,116.07381121057006,42.47213077248726,42.510898076275396,40.69392888338152,42.86272346873182,42.46213077248726,42.5208980762754,111.92041340869956,11.86849032677631
2025-04-03 09:39:10,T,10,A,42.4803232499921,88.08384828756738,42.4803232499921,42.50485067589413,239.43551678954958,72.74599906743795,42.4703232499921,42.51485067589413,142.55332537784517,54.30021624417252,42.46032324999209,42.524850675894136,40.962285385720925,12.748837694539452
2025-04-03 09:40:00,T,10,A,42.485469154764665,153.7193770608545,42.485469154764665,42.50161405807011,350.45934129617774,51.76903169464096,42.47546915476467,42.51161405807011,33.616454262287405,17.105267178234975,42.46546915476466,42.521614058070114,31.80252184617902,42.91698620949195
2025-04-03 09:40:50,T,10,B,42.503497672602556,310.0414910887467,42.48186548070907,42.503497672602556,18.285184768658606,1.4716125561109719,42.47186548070907,42.513497672602554,176.72914497905825,250.0578136716681,42.461865480709065,42.52349767260256,45.9940782998028,10.335372944441676
2025-04-03 09:41:40,T,10,A,42.4828349267042,21.709900429499726,42.4828349267042,42.503453885544516,55.25770091264367,9.302757948623858,42.4728349267042,42.513453885544514,53.387960771818584,8.639328788398815,42.4628349267042,42.52345388554452,74.9367127969302,2.52925017687922
2025-04-03 09:42:30,T,10,B,42.51034267333898,49.514350608113574,42.475097379982316,42.51034267333898,105.17376675389467,5.270146275607351,42.46509737998232,42.52034267333898,36.61311212026608,151.84729858709377,42.45509737998231,42.530342673338986,35.986895050336464,51.69330075908146
2025-04-03 09:43:20,T,10,A,42.48279051020976,125.06373231332964,42.48279051020976,42.49554789741668,54.9410282189016,30.782044449455537,42.47279051020976,42.505547897416676,20.63011260039859,31.849169455175247,42.46279051020976,42.51554789741668,196.39837725116803,10.747229062577919
2025-04-03 09:44:10,T,10,A,42.47320233027088,175.20197960949977,42.47320233027088,42.501876793935054,112.3853414083235,73.90451850065159,42.46320233027088,42.51187679393505,32.66850632906411,25.739236310811037,42.45320233027088,42.52187679393506,123.5239664950185,9.710187372466313
2025-04-03 09:45:00,T,10,A,42.474810524453815,99.44397054250932,42.474810524453815,42.500317413668355,98.01722080759386,2.951861711467151,42.46481052445382,42.51031741366835,71.60154572576437,67.87149339477388,42.45481052445381,42.52031741366836,21.472595338026032,72.4056327341158
2025-04-03 09:45:50,T,10,A,42.47995521535474,207.52265716804823,42.47995521535474,42.49274879000493,64.1529666801951,52.36854779181286,42.469955215354744,42.50274879000493,292.84546070271296,9.694583186797095,42.45995521535474,42.512748790004935,5.526285357540874,40.50685976009982
2025-04-03 09:46:40,T,10,A,42.46311277881492,2.5259366096340803,42.46311277881492,42.50996054686692,37.17542991212478,95.32240728049929,42.45311277881492,42.51996054686692,82.20000219779288,440.6625358237751,42.443112778814914,42.529960546866924,8.442535909211616,99.03220041194052
2025-04-03 09:47:30,T,10,A,42.4626904250046,91.4162136919098,42.4626904250046,42.51192626113181,59.17768497919833,277.4583585025769,42.452690425004604,42.52192626113181,7.670542088924376,46.05015446596817,42.4426904250046,42.531926261131815,89.92184171723397,198.2838112379541
2025-04-03 09:48:20,T,10,A,42.472156458003276,212.18040070904186,42.472156458003276,42.49891125150058,71.49319834759488,108.1640505741176,42.46215645800328,42.50891125150058,0.30029468626868616,113.28964438357627,42.45215645800327,42.51891125150058,78.3811812264952,10.553291511644048
2025-04-03 09:49:10,T,10,B,42.49171619626111,63.836734167669086,42.47335967043098,42.49171619626111,243.04811868170452,41.38660575530056,42.46335967043098,42.50171619626111,74.04877990622546,11.509128471127202,42.45335967043098,42.51171619626111,39.0311576068215,127.88929887230242
2025-04-03 09:50:00,T,10,A,42.46918454409884,89.78010424119338,42.46918454409884,42.49941208042554,92.22113117361265,68.80993292337237,42.45918454409884,42.50941208042554,3.6556907114869546,24.396771357656416,42.449184544098834,42.519412080425546,90.34921865394162,18.6246036110694
2025-04-03 09:50:50,T,10,B,42.49128337508863,11.989568918030793,42.479680050437636,42.49128337508863,65.2034494711361,157.18070181417914,42.46968005043764,42.501283375088626,100.98251155057054,16.133580266290394,42.45968005043763,42.51128337508863,28.19706964653262,10.086370827578083
2025-04-03 09:51:40,T,10,B,42.50238359142626,81.71182707366373,42.471777621284836,42.50238359142626,19.44705543392334,159.34398778559006,42.46177762128484,42.51238359142626,227.8035830730753,56.645641543989285,42.45177762128483,42.52238359142626,16.182338309086706,95.56878415581926
2025-04-03 09:52:30,T,10,A,42.47499841351262,84.16487378162691,42.47499841351262,42.50405502096754,269.8880696186667,37.01032557638277,42.464998413512625,42.51405502096754,571.6098937309736,38.22692366914973,42.45499841351262,42.524055020967545,124.25895746184798,13.065103075899625
2025-04-03 09:53:20,T,10,A,42.465321189839266,140.08855371791986,42.465321189839266,42.51191624154301,94.53410577025468,239.20460847061707,42.45532118983927,42.52191624154301,95.84175303192366,11.090417904100391,42.44532118983926,42.531916241543016,9.692320950033869,68.12555472446351
2025-04-03 09:54:10,T,10,A,42.476981412758185,43.06771303392856,42.476981412758185,42.50026582994034,397.3163596329486,24.28444239893977,42.46698141275819,42.51026582994034,160.41903117952643,4.9392731430104355,42.45698141275818,42.52026582994034,39.08312682754612,44.15539963442648
2025-04-03 09:55:00,T,10,A,42.47125323010864,47.01186863079245,42.47125323010864,42.498010714634056,58.14977699900963,19.157169610470742,42.46125323010864,42.508010714634054,4.430593245738958,46.655507077091265,42.451253230108634,42.51801071463406,59.652774602933675,18.83500956765616
2025-04-03 09:55:50,T,10,A,42.47779339185077,16.524773720278034,42.47779339185077,42.494094080478206,47.489444619418265,128.2007036922315,42.46779339185077,42.504094080478204,22.7515858941964,40.63439368067996,42.457793391850764,42.51409408047821,77.9032581479185,5.524950117285251
2025-04-03 09:56:40,T,10,A,42.46316096165696,7.229520578514062,42.46316096165696,42.507359839695916,61.58990508982941,75.72324213017015,42.45316096165696,42.517359839695914,112.60782294114826,168.08169393290459,42.44316096165696,42.52735983969592,18.091801010867933,15.06863309130017
2025-04-03 09:57:30,T,10,B,42.506389635416845,40.0071458006565,42.45783374495989,42.506389635416845,11.271063208529974,7.084377899560845,42.447833744959894,42.51638963541684,125.74779153590168,55.793777762849466,42.43783374495989,42.52638963541685,99.43296911799422,13.143484085870956
2025-04-03 09:58:20,T,10,A,42.47126593171343,36.34924906799403,42.47126593171343,42.49396916577247,30.867400007115425,9.80909334815852,42.461265931713434,42.50396916577247,83.66698088346945,12.72391641521063,42.45126593171343,42.51396916577247,54.24642800861317,52.9699215598401
2025-04-03 09:59:10,T,10,A,42.47000594604923,24.153872105311443,42.47000594604923,42.50040510263247,237.02458158188085,123.59649641985706,42.46000594604923,42.51040510263247,151.38674430454012,14.497946088510282,42.450005946049224,42.52040510263247,103.64251209962174,229.13232172295514
2025-04-03 10:00:00,T,10,B,42.49286538476543,450.4363572813692,42.48194836042848,42.49286538476543,26.22234555640422,34.795792077678485,42.471948360428485,42.50286538476543,65.47354542134747,49.578247877581504,42.46194836042848,42.51286538476543,79.60858187922936,10.141677809497578
2025-04-03 10:00:50,T,10,B,42.496794631397464,25.9150086195456,42.48031004238125,42.496794631397464,61.08757154397122,36.20565259876759,42.47031004238125,42.50679463139746,94.47468148395555,274.03127808108,42.460310042381245,42.51679463139747,40.24167448027613,165.9445039300959
2025-04-03 10:01:40,T,10,B,42.495298053589806,153.062179045065,42.47676666054626,42.495298053589806,102.91723423800217,8.25428160498415,42.46676666054626,42.505298053589804,97.6707422469842,20.440555532627805,42.45676666054626,42.51529805358981,13.816167661590125,28.570581528295506
2025-04-03 10:02:30,T,10,B,42.50550703087753,139.28592343009998,42.463332254385726,42.50550703087753,14.418397928624934,143.92119048998984,42.45333225438573,42.51550703087753,112.71306215290232,26.47698256980249,42.44333225438572,42.525507030877534,30.575886392664945,56.740048083359305
2025-04-03 10:03:20,T,10,B,42.499714884360806,204.33239523525856,42.46973305248864,42.499714884360806,177.42471234984401,150.67146720354177,42.459733052488644,42.509714884360804,56.178208244673044,54.903945631078095,42.44973305248864,42.51971488436081,83.22932760609116,207.2314555805433
2025-04-03 10:04:10,T,10,A,42.464353138585096,227.9586899756163,42.464353138585096,42.507322550609516,115.27996017822355,162.2181335473151,42.4543531385851,42.517322550609514,37.362521478879415,197.84618924490022,42.44435313858509,42.52732255060952,44.15702183812513,177.34199623205876
2025-04-03 10:05:00,T,10,B,42.50566620811974,122.11495674751298,42.46379178625748,42.50566620811974,114.90701960984767,39.08116189282866,42.45379178625748,42.51566620811974,174.71173423365687,71.02623005863713,42.44379178625748,42.525666208119745,3.7193130121588514,4.863635911280376
2025-04-03 10:05:50,T,10,A,42.462789514139615,100.94891230335026,42.462789514139615,42.50668047840965,46.16122710284792,11.352799411415202,42.45278951413962,42.51668047840965,177.97190914766742,62.93604294268488,42.44278951413961,42.52668047840965,12.27073966946979,76.0958499707509
2025-04-03 10:06:40,T,10,A,42.463704584770596,114.76966929415242,42.463704584770596,42.505205207970874,5.87271707875283,117.84101111802184,42.4537045847706,42.51520520797087,43.5774438080188,62.96818182818089,42.44370458477059,42.52520520797088,217.69230375722833,25.68463452493241
2025-04-03 10:07:30,T,10,B,42.49891776296381,18.923222393359037,42.47049795460913,42.49891776296381,37.71492134069053,71.32884605871476,42.46049795460913,42.50891776296381,105.58393407891333,42.25267108222915,42.450497954609126,42.51891776296382,17.341119961809643,70.1835841664247
2025-04-03 10:08:20,T,10,B,42.506048049310024,259.3408588710487,42.4637906886509,42.506048049310024,73.46282368667141,11.770475201336277,42.453790688650905,42.51604804931002,110.50713185461062,36.22141360237408,42.4437906886509,42.52604804931003,51.71210418981646,123.40526866389506
